139.9	198
140	198
140.099	198
140.2	197.25
140.3	198
140.399	197.25
140.5	197.25
140.6	197.25
140.699	197.25
140.8	197.25
140.9	197.25
141	197.25
141.1	197.25
141.2	196.5
141.3	196.5
141.4	196.5
141.5	196.5
141.6	196.5
141.7	195.75
141.8	195.75
141.9	195.75
142	195.75
142.1	195.75
142.2	195
142.3	195.75
142.4	195
142.5	195
142.6	195
142.7	195
142.8	195
142.9	194.25
143	194.25
143.1	194.25
143.2	194.25
143.3	194.25
143.4	194.25
143.5	194.25
143.6	194.25
143.7	194.25
143.8	194.25
143.9	193.5
144	193.5
144.1	194.25
144.2	194.25
144.3	193.5
144.4	193.5
144.5	193.5
144.6	193.5
144.7	193.5
144.8	193.5
144.9	192.75
145	193.5
145.1	192.75
145.199	192.75
145.299	192.75
145.399	193.5
145.499	192.75
145.599	192.75
145.699	192
145.799	192
145.899	192
145.999	192
146.099	192.75
146.199	192
146.299	192
146.399	192
146.499	191.25
146.599	192
146.699	192
146.799	191.25
146.899	191.25
146.999	190.5
147.099	190.5
147.199	190.5
147.299	190.5
147.399	190.5
147.499	190.5
147.599	189.75
147.699	189.75
147.8	189.75
147.899	189.75
147.999	189
148.099	189.75
148.199	189.75
148.299	189
148.399	189
148.499	189.75
148.599	189
148.699	189
148.799	189
148.899	189
148.999	188.25
149.099	188.25
149.199	189
149.299	188.25
149.399	188.25
149.499	188.25
149.6	188.25
149.7	187.5
149.8	187.5
149.9	187.5
150	186.75
